"","IR"
"TCGA-RD-A7BS-01",0.303963104571341
"TCGA-RD-A7BT-01",-0.644401178156536
"TCGA-RD-A7BW-01",0.943585229653785
"TCGA-RD-A7C1-01",0.656141436649568
"TCGA-RD-A8MV-01",1.05199551184268
"TCGA-RD-A8MW-01",0.639175250178531
"TCGA-RD-A8N0-01",0.842173705090903
"TCGA-RD-A8N1-01",1.24451455617925
"TCGA-RD-A8N2-01",-0.571183666881955
"TCGA-RD-A8N4-01",0.0134590729958976
"TCGA-RD-A8N5-01",-0.750414194912613
"TCGA-RD-A8N6-01",-0.72676638991761
"TCGA-RD-A8N9-01",0.206621175970926
"TCGA-RD-A8NB-01",1.07927716173265
"TCGA-SW-A7EA-01",0.351359575113998
"TCGA-SW-A7EB-01",-0.270474616022571
"TCGA-VQ-A8DT-01",-0.916320645800903
"TCGA-VQ-A8DU-01",-0.528448344776167
"TCGA-VQ-A8DV-01",-1.59592741823755
"TCGA-VQ-A8DZ-01",-0.778714381487587
"TCGA-VQ-A8E0-01",-0.840791166716182
"TCGA-VQ-A8E2-01",-0.0867692433482447
"TCGA-VQ-A8E3-01",1.28697691914443
"TCGA-VQ-A8E7-01",-0.999104067073262
"TCGA-VQ-A8P2-01",-1.46151995932147
"TCGA-VQ-A8P3-01",-0.312321280046545
"TCGA-VQ-A8P5-01",-0.181286918340272
"TCGA-VQ-A8P8-01",-0.184051754261024
"TCGA-VQ-A8PB-01",-0.383422220215671
"TCGA-VQ-A8PC-01",-0.0615221993533765
"TCGA-VQ-A8PD-01",0.817403506209564
"TCGA-VQ-A8PE-01",0.056663106066206
"TCGA-VQ-A8PF-01",1.81494968565944
"TCGA-VQ-A8PH-01",-0.541962254257384
"TCGA-VQ-A8PJ-01",-1.14599827247755
"TCGA-VQ-A8PK-01",-0.233169103186087
"TCGA-VQ-A8PM-01",0.278811732602655
"TCGA-VQ-A8PO-01",0.758432047078386
"TCGA-VQ-A8PP-01",0.086078632662877
"TCGA-VQ-A8PQ-01",1.12050401760543
"TCGA-VQ-A8PU-01",-1.59292070057806
"TCGA-VQ-A8PX-01",-0.203148954678988
"TCGA-VQ-A91A-01",-0.748523687823523
"TCGA-VQ-A91D-01",0.281960028222551
"TCGA-VQ-A91E-01",0.0558104089308921
