"","DC","CD8","Treg","B","M1","M2","Endo","CAF","NK","Tumor"
"TCGA-BR-6801-01",0.00624379491026926,0,0,0.000863623914695803,0.0265991867335172,0.0209551791810093,0.0253946255794594,0.153787622922654,8.0171320250801e-08,0.766155886587075
"TCGA-BR-6802-01",0.0431069864404186,0.0316460330694063,0.0192548296143295,0.0180182926785857,0.0738423902870428,0.0157371928986753,0.0317291047701115,0.109361909557036,0.00772000176978302,0.649583258914611
"TCGA-BR-6803-01",0.0508150779988884,0.0246755806896754,0.0152694230880609,0.0263829547533596,0.027561021630092,0.0446764841622247,0.103585978870741,0.0707047563028017,0.000579718803489861,0.635749003700667
"TCGA-BR-6852-01",0.0918641177036558,0.0986626006990364,0.0281621162480131,0.00961768546441213,0.120313083020358,0.0319319788561346,0.0198037745844338,0.10979406733961,0.027724838110992,0.462125737973354
"TCGA-BR-7196-01",0.0716234128155915,0.036132990142912,0,0.0276856762108755,0.0799446248480904,0.0624295627424368,0.118329715292175,0.133727919178851,0.000640624294306425,0.469485474474761
"TCGA-BR-7197-01",0.00853278167735913,0,0.02234599660977,0.00100545345745011,0.0210927834173353,0.0235686969447208,0.0281279431800991,0.0819235225189796,3.63290312420201e-09,0.813402818561383
"TCGA-BR-7703-01",0.0144797958262467,0.00247713798361457,0.00933901289309537,0.00610007829352889,0.0327492794935433,0.0400603434647882,0.0146249941237785,0.0299346489428803,0.0019843353011626,0.848250373677362
"TCGA-BR-7704-01",0.0859696728039002,0.0277152316725745,0,0.0166298900839111,0.0305854062602814,0.0369630896746945,0.0221692798186701,0.051284827077994,0.0101136146154641,0.71856898799251
"TCGA-BR-7707-01",0.0319869384496763,0.00621240644770672,0,0,0.114482890118143,0,0.0158248620910279,0.10531938958241,0.00485537079796939,0.721318142513067
"TCGA-BR-7715-01",0.014475053289723,0.00265138720723573,0,0.00608927981296049,0.0224132772236788,0.0333328112703523,0.0285338082767004,0.164543025063384,2.70374383025043e-09,0.727961355152221
"TCGA-BR-7716-01",0.0600320704079129,0.0696278970143652,0.03499960911795,0.0098309813795991,0.0370531023749739,0.0632497904180461,0.0192638115502667,0.042199641632132,0.00161774952432083,0.662125346580434
"TCGA-BR-7717-01",0.00997317961647575,0.00636293322082125,0,0.0142631246671595,0.0205063462980458,0.0321332325065281,0.0259412967182553,0.0749746485563779,1.71324541220047e-07,0.815845067091795
"TCGA-BR-7722-01",0.031078749659938,0.00230682859117651,0,0.0251638000089798,0.0417558830762626,0.029823564498744,0.0338209274138892,0.0439102764073585,0.000365887810020296,0.791774082533631
"TCGA-BR-7723-01",0.0589729313957791,0.0415514970614473,0,0.0252576813563069,0.0241234429707545,0.0307107894441669,0.0420091576433428,0.0943064827053515,1.99963689648186e-08,0.683067997426482
"TCGA-BR-7851-01",0.0381339227459104,0.00923518756225908,0,0.0194041422709596,0.0509970426507763,0.0366207772223528,0.0349191762159789,0.171756803330773,0.000443423406171487,0.638489524594819
"TCGA-BR-7901-01",0.052981292209855,0.0142260117183297,0,0.01378264897755,0.0673792886179305,0.0485417248840595,0.0644707913362262,0.135322328013366,5.42095669246432e-08,0.603295860033116
"TCGA-BR-7957-01",0.035338096474847,0.00704565013706678,0.0256855388071023,0.00974363941237927,0.0280193599134379,0.0733904265568979,0.0904190010970522,0.429816043785859,2.87762152866196e-08,0.300542215039142
"TCGA-BR-7958-01",0.115822799862448,0.097316929030474,0.0316491285197239,0.00887077029718749,0.0840883716930609,0.0379935749723035,0.0167091916389049,0.0853821442809542,0.00198782322225345,0.52017926648269
"TCGA-BR-7959-01",0.0345292914788717,0.00981213362767946,0.0392839747024442,0.0108908137135781,0.0562400678402784,0.0514287151188639,0.066737617210437,0.188527470356639,3.64871487328538e-08,0.542549879464059
"TCGA-BR-8058-01",0.0982345154824174,0.0379335221634845,0.0475302329290464,0.0388215897535695,0.0445658854534629,0.050683203580009,0.0424176618152635,0.10026485380106,2.77379900219718e-08,0.539548507283697
"TCGA-BR-8059-01",0.0132197593615057,0.00151130052717715,0,0.00442055507736859,0.0549659968735605,0.0151721466876552,0.0310641798474836,0.24776595076481,0.00114386954109557,0.630736241319344
"TCGA-BR-8060-01",0.0695339537118905,0.00780594189385443,0.0267892842412968,0.016122744404342,0.0507227044225994,0.0382581269764514,0.0546264308907376,0.0585630538702529,1.53950297305364e-10,0.677577759434625
"TCGA-BR-8077-01",0.0637026238062421,0.0555208613346153,0.0135028397115685,0.00570874872138313,0.0170812650918871,0.0344391005563364,0.0299963579948541,0.0319412113838031,0.000829572395310135,0.747277419004
"TCGA-BR-8078-01",0.0542175155585749,0.0423151398033886,0,0.00857270088111373,0.080137595418072,0.0409040501579385,0.0198973322669539,0.124046881199227,0.00119774708095446,0.628711037633777
"TCGA-BR-8080-01",0.0547636402462479,0.0168755180960084,0.0309130982890937,0.0376819610227292,0.0504214861647693,0.0542077075916674,0.0953230728782829,0.108253526983214,1.7011342015808e-09,0.551559987026853
"TCGA-BR-8081-01",0.0859990404630975,0.0227203795763216,0.0421844852804873,0.0299601347090919,0.0697508733461948,0.0508932271312304,0.0262078375899079,0.161437111833687,0.00122761110198476,0.509619298967997
"TCGA-BR-8284-01",0.0676775580970565,0.0767342025783413,0.0258304664236693,0.0215620812819299,0.0408413263834604,0.0550950950103998,0.045518159014267,0.0874597864012298,0.000471578091098212,0.578809746718548
"TCGA-BR-8286-01",0.0642480292492209,0.010578297902929,0.0217253071706461,0.0127961296948445,0.0409523150398553,0.0414728986981408,0.0418466291207822,0.0594613575712611,1.46321601864074e-08,0.70691902092016
"TCGA-BR-8289-01",0.0261879294287321,0.00688025972847214,0.0109753481595449,0.0121895628752894,0.0208897413860648,0.0246465124487924,0.0327728577058402,0.0730097391513628,4.48247111284863e-09,0.79244804463343
"TCGA-BR-8291-01",0.140428212697529,0.0264873694578651,0,0.0172683863324502,0.034309610856628,0.0953460368944888,0.0986708157651691,0.272794883951172,8.03030642588845e-09,0.314694676014391
"TCGA-BR-8295-01",0.00544400751326413,0.00603089497843205,0.00359276786283752,0.022199219495225,0,0.0049447211700991,0.0263112892479659,0.0192797265551709,6.23436773340968e-06,0.912191138809272
"TCGA-BR-8296-01",0.061708747195149,0.0147287237105072,0.0298909456332354,0.0821044831442331,0.0394202799943428,0.0298742013873078,0.0592986615892529,0.0653011767016595,4.27937413575533e-10,0.617672780216375
"TCGA-BR-8297-01",0.0242875583794884,0.00548831559561853,0,0.0219827493245929,0.0146610712984592,0.0359229962637394,0.0605420717859478,0.0420746509726824,1.25453634616105e-08,0.795040573834108
"TCGA-BR-8361-01",0.0165614652310671,0.0442886339908245,0.0216575500239536,0.0113731447017448,0.0448945380166762,0.0275601014361913,0.0235955812885701,0.0247143843577996,2.24191252687181e-08,0.785354578534047
"TCGA-BR-8362-01",0.0565983795941673,0.025355394532864,0,0.0108837100481058,0.038115411370871,0.0872076122819599,0.0510348829632858,0.0829778492769208,1.66092527393574e-08,0.647826743322573
"TCGA-BR-8363-01",0.0728773700509163,0.0757352759665718,0.0405396294791058,0.0122623158125148,0.0873798937061486,0.0301565159665447,0.0341403436655193,0.0839199876032365,0.001103520282398,0.561885147467044
"TCGA-BR-8364-01",0.0709934532042367,0.0214031127189284,0,0.0345044400949139,0.0331284247352565,0.0937131736403254,0.0634342162462635,0.393495548073482,1.02622883974188e-07,0.289327528663709
"TCGA-BR-8365-01",0.0339867877929461,0.0194936104181439,0.0202420373653313,0.0271214142479483,0.027472444577475,0.0673682618270586,0.10823337015332,0.0962992795726406,5.6555992065236e-09,0.599782788389537
"TCGA-BR-8366-01",0.100664189504261,0.0576471625051765,0,0.0349400501042292,0.0954247595485066,0.0539698942641951,0.0244342372837864,0.100574343509825,0.0041756765469322,0.528169686733087
"TCGA-BR-8367-01",0.0445491021832792,0.00658360271040816,0.0230717219167535,0.015409986694861,0.0228155989766259,0.0723493071070005,0.0761150924685004,0.0642435330623133,2.25290059867532e-09,0.674862052627358
"TCGA-BR-8368-01",0.0130733276839775,0.00640389876225627,0,0.0111996601834973,0.0736102235847521,0.0156290191234424,0.0286462281201304,0.0232926084486016,2.44389003175824e-09,0.828145031649452
"TCGA-BR-8369-01",0.0209134266427898,0.0014577684526697,0,0.0247534743027885,0.0150138162440936,0.0440726040940908,0.0706274582847574,0.0552664086934999,1.73397195555773e-08,0.767895025945591
"TCGA-BR-8371-01",0.0404466148589319,0.00370609137706584,0.0104843810723813,0.0886636724292838,0.00399043677388804,0.0452483154376937,0.0552773940752088,0.0242899322417996,2.07357681407319e-09,0.72789315966017
"TCGA-BR-8372-01",0.103009069286042,0.024092640258199,0,0.00860967298340157,0.0544381434200501,0.0435680088187853,0.0068335069026721,0.0148685226185422,0.00150173292857978,0.743078702783728
"TCGA-BR-8373-01",0.0376568480423371,0.00291789184844154,0.0202759144846437,0.00875686316841835,0.0263888474446221,0.0604303655520721,0.0547507740695076,0.189008173591276,5.86360876374698e-09,0.599814315935073
"TCGA-BR-8380-01",0.031928605126466,0.00333147506449399,0,0.0157951839108354,0.0272155201363949,0.0588051286900558,0.0861069742486326,0.122824869770658,7.59202408733335e-10,0.653992242293261
"TCGA-BR-8381-01",0.0638056825523758,0.0519317052990594,0.0411127787716094,0.0606737590535944,0.0558364513012115,0.0408451780164989,0.014602313766063,0.0927629920278969,6.79926288170909e-09,0.578429132412428
"TCGA-BR-8382-01",0.0313481450141185,0.00102281947236255,0.0145745566367499,0.0111376464320741,0.0821076926770476,0.0126166526670171,0.0188377909135234,0.22101770799422,0.00422726728532205,0.603109720907565
"TCGA-BR-8384-01",0.0617947604305143,0.034234323337045,0.0191344081672206,0.0145267522904023,0.0227891148809758,0.069222397236188,0.102377268109856,0.131458925961696,6.19600966928666e-09,0.544462043390092
"TCGA-BR-8483-01",0.00442990644554877,0.00183318287704082,0.0102388401828307,0.00934875976689196,0.0296214348020712,0.0129199333397266,0.0121905367767128,0.0568261413552984,1.66949131901126e-08,0.862591247758966
"TCGA-BR-8484-01",0.0739927402996367,0.0243689827957721,0.0417993769451572,0.0363187972073138,0.0563062103192248,0.0475119320477237,0.0382286722748129,0.0441165122279576,9.84750534261998e-09,0.637356766034896
"TCGA-BR-8485-01",0.0503383789266115,0.0316637235721801,0.0230495947715976,0.0119824484545333,0.038237557768441,0.0251682063232616,0.0460464090296155,0.114645777576372,8.04695113904956e-05,0.658787434065996
"TCGA-BR-8486-01",0.0411973319700554,0,0.0280161974506696,0.011613363254912,0.0439970444635614,0.049235309462905,0.0659702232824023,0.116024872497237,0.000463246829943411,0.643482410788314
"TCGA-BR-8487-01",0.0145442445755803,0.00160080893457587,0,0.0156953974705987,0.0768160058528284,0.0102623643774044,0.00977472852490149,0.0602177914388319,0.0015364321718917,0.809552226653387
"TCGA-BR-8588-01",0.047908014440037,0.0237963728345734,0.0211861698702003,0.0219903049112448,0.0351453670160903,0.037123919785142,0.0390046462476145,0.145288538201171,5.14477138273746e-09,0.628556661549155
"TCGA-BR-8589-01",0.0929641483872287,0.0971334153841867,0,0.00442236902545584,0.0604077475618591,0.0431064199436315,0.0129417755544136,0.00712307271164948,7.69194590586436e-08,0.681900974512116
"TCGA-BR-8590-01",0.0719849534301152,0.0210202107481279,0,0.027163243469671,0.0366601785450122,0.0774507463521726,0.0602990906253986,0.17645631627219,6.44112483264068e-10,0.5289652599132
"TCGA-BR-8591-01",0.0410632359506113,0.00133753287938018,0.0331466010598789,0.0191050130148168,0.121297365490503,0.0189642206557356,0.0315993895136666,0.0946256261506463,0.0017452221805035,0.637115793104258
"TCGA-BR-8592-01",0.0407630848764332,0.00834409349672885,0,0.0416182998284989,0.0190549720937101,0.0668421313667889,0.0908504972557918,0.131654126892456,2.29465893378642e-08,0.600872771243003
"TCGA-BR-8676-01",0.0430745506939301,0.0260309965886989,0.0040607102858946,0.0102297062462645,0.0136604349553357,0.0245521554166936,0.00697040566634496,0.00628464720328784,1.29790977444508e-09,0.86513639164564
"TCGA-BR-8677-01",0.053541843669235,0.060284211593644,0,0.00943155301127134,0.0687652891932627,0.0287906531475846,0.0770687695553829,0.269808039042771,1.52021547145729e-08,0.432309625584694
"TCGA-BR-8678-01",0.0205345856510553,0.0262400940450901,0.0226043622863466,0.00434916475945922,0.020907360420479,0.00326136231498634,0.0183386947388575,0.139562615899049,2.10640920200041e-08,0.744201738820585
"TCGA-BR-8679-01",0.0254448742171002,0,0.00569289096646409,0.0127417979290138,0.018392824186002,0.0336223392980531,0.031048672348734,0.133626475905013,8.16850144207577e-10,0.73943012433277
"TCGA-BR-8680-01",0.00166355714447506,0,0,0.00476238295097158,0.0261878810407915,0.0535825353615563,0.00511432836121408,0.0815579046366387,3.38571230175641e-09,0.82713140711864
"TCGA-BR-8682-01",0.0897386229008416,0.00635840540820407,0.0167864554831143,0.0179896923019676,0.0157428073747062,0.0868787825669127,0.0583118975558306,0.0658123242227216,5.38252805993995e-09,0.642381006803173
"TCGA-BR-8683-01",0.0602748155669252,0.0209770687197368,0.0384049154046657,0.0182278926511164,0.0442939413995095,0.0414498651136339,0.080186775182016,0.153728143453542,3.79467063839428e-09,0.542456578714184
"TCGA-BR-8686-01",0.051622566443758,0.0536263200273455,0.0332567887441201,0.0424256531384674,0.033233395985705,0.0727112774594139,0.0749393103059818,0.050364967591661,2.21820504073145e-09,0.587819718085342
"TCGA-BR-8687-01",0.019510232188828,3.37795788791777e-05,0.0109721542148046,0.00434091591010897,0.0126750315922756,0.0287083558784032,0.0246618041086769,0.0602339635832912,4.92256371155071e-09,0.838863758022169
"TCGA-BR-8690-01",0.0497975038300177,0.0341417466657481,0.0192423870937408,0.0135677433328631,0.0566790801982267,0.0210054514472151,0.00485510151156192,0.0720305726723129,0.00431892975229541,0.724361483496018
"TCGA-BR-A44T-01",0.0659013726911669,0.0240287905064172,0,0.33933617937212,0.00559129435163114,0.0690830654400564,0.0282046240581642,0.0306484909923544,7.76621171137758e-05,0.437128520470976
"TCGA-BR-A44U-01",0.00854568667982299,0,0,0.00678444113004166,0.0335178845519141,0.00699861880542337,0.017370700826709,0.134081536078342,0.000543656462847652,0.792157475464899
"TCGA-BR-A452-01",0.010285894386103,0.141025024552168,0,0.00772542572580504,0.0161462635280698,0.0151178208197025,0.019710440725792,0.0416174599943828,9.83112316641134e-10,0.748371669284865
"TCGA-BR-A453-01",0.0526094169407122,0.00696122212662501,0.0112789040302497,0.00397932372067587,0.0108878909693264,0.0473060343112585,0.0721374639573791,0.187313601482908,6.47816743120449e-08,0.607526077679191
"TCGA-BR-A4CR-01",0.00760536002611092,0,0,0.0176004036164866,0.0116689839233928,0.0290108359648941,0.0312733511472676,0.0284459745985326,6.8858315069739e-10,0.874395090034732
"TCGA-BR-A4CS-01",0.0123328569948629,0,0,0.00777065067512209,0.0577842857343148,0.00889775074072636,0.045224855092961,0.104208183642188,0.000351776131626954,0.763429640988198
"TCGA-BR-A4IU-01",0.0594115784522477,0.0190931728577861,0,0.0625198716399779,0.00995687721377145,0.0666263322183721,0.0597645249636039,0.121834090083461,4.78902313290561e-08,0.600793504680548
"TCGA-BR-A4IV-01",0.056514552605034,0,0,0.0110292440180902,0.0300429252163706,0.0484400277591672,0.0650758707204852,0.582124676199589,0.000300424107716268,0.206472279373547
"TCGA-BR-A4IY-01",0.0652528522385918,0.0220285298873813,0.0420614991619334,0.00430331154457063,0.139626082344067,0.0302041234127407,0.0122204938858509,0.55352288401262,0.000677518548613563,0.130102704963631
"TCGA-BR-A4IZ-01",0.12625612427876,0.00837922055422072,0,0.0119218604339434,0.0434546369729391,0.074957589697431,1.97570473932124e-08,0.735030547080101,1.12455315069224e-09,1.01005349204147e-10
"TCGA-BR-A4J1-01",0.00415986267695536,0.00894677818359922,0.0064617546859649,0.00818308437477811,0.0124528307897112,0.0109268726562764,0.0168979375796211,0.0363949641770968,3.40705582220418e-09,0.895575911468941
"TCGA-BR-A4J2-01",0.0523685315778775,0.0204726047480394,0.032392274554006,0.122701844250071,0.0483268552266636,0.0501471053897458,0.077137637155135,0.27331414731208,1.23478429907873e-08,0.323138987438539
"TCGA-BR-A4J4-01",0.0422809127843106,0.00945293503728623,0.0172205397857425,0.0142069652049717,0.0472306302087447,0.0227563372559866,0.0216884949418497,0.119648565104279,8.17931499657855e-09,0.705514611497514
"TCGA-BR-A4J5-01",0.0471938982715259,0.00489615989821976,0.0177664223424888,0.015757678731032,0.0375119155312545,0.0494866736781356,0.0597150243325134,0.281488856195732,2.76480390298521e-08,0.486183343371059
"TCGA-BR-A4J6-01",0.018071807903403,0.00240906798680498,0.01390294269883,0.014028530593719,0.0374985588734759,0.0133794680041154,0.0258523357245005,0.0477845380031308,0.000574932743068155,0.826497817468952
"TCGA-BR-A4J7-01",0.0524166649236183,0.0858653595853114,0.0116453160317895,0.0129410269389022,0.031896847017926,0.0491995614466281,0.0509451451930645,0.0743467712474049,2.13129809132859e-08,0.630743286302374
"TCGA-BR-A4J8-01",0.021933295289001,0.00235403454568739,0.0087726399448071,0.0146865044293216,0.0322126905179225,0.0247618154188465,0.0638081782760166,0.0753769574176379,0.000959555983532738,0.755134328177227
"TCGA-BR-A4J9-01",0.0237509751556743,0.000616830061036501,0,0.029357196445047,0.00898983536918789,0.0420123122150339,0.0700207353309455,0.0431797675000758,2.11275328020755e-08,0.782072326795466
"TCGA-BR-A4PD-01",0.0442725458350624,0,0.000175282446531308,0.125476449592129,0.0312227817046882,0.0395770177033353,0.0308308850782903,0.0392167136036083,0.000850550933667176,0.688377773102688
"TCGA-BR-A4PE-01",0.0481455151315742,0.00330883399485883,0.0227679609612866,0.0100379915812138,0.0607617901896186,0.0196047400867345,0.017942312471428,0.171658982981259,1.90971046473343e-05,0.645752775497379
"TCGA-BR-A4PF-01",0.0308989833379615,0.0228588414255508,0.0194433178813946,0.0111206978603611,0.0555420053609902,0.0387763683305782,0.0106745165377509,0.051719668994133,1.86438639461397e-08,0.758965581627416
"TCGA-BR-A4QI-01",0.03355857139967,0.0162902771594457,0.0134452514243795,0.00343645396732767,0.0584088771392173,0.0185018481300417,0.0107002414603469,0.0344086836714517,1.06667483065358e-11,0.811249795637453
"TCGA-BR-A4QL-01",0.00456737494408489,0.00480091993258687,0,0.00492392966737697,0.0278817329738073,0.0230108998450766,0.00454748947461062,0.0351550909273514,0.00294191264227388,0.892170649592832
"TCGA-BR-A4QM-01",0.0149419552389049,0.0235487490359589,0,0.059952636426679,0.0370343527040133,0.046034081931408,0.0186409072906993,0.0452166798527963,0.000440604291031046,0.754190033228509
"TCGA-CD-5798-01",0.0708478299143065,0.00633299518529105,0.00772399810010903,0.00328889325228747,0.0497448840287563,0.0419508529409544,0.0409714705977535,0.241840457838342,9.77271693990521e-06,0.53728884542526
