"","DC","CD8","Treg","B","M1","M2","Endo","CAF","NK","Tumor"
"TCGA-D9-A1JW-06",0.0268995623447414,0.0384107648760146,0.0163486365406948,0.0184955543465668,0.0250926884177473,0.0362771301640904,0.00696233505631553,0.0170886588419717,0.00129674452801257,0.813127924883845
"TCGA-D9-A1JX-06",0.00975586933502156,0.0939268696773174,0.0233065830627906,0.0102409639677602,0.0724017221543567,0,0.012248812474635,0.0105020159527919,0.000229518390049305,0.767387644985277
"TCGA-D9-A1X3-06",0.00510321281128429,0,0.0215104635591741,0.00995508089071888,0,0,0.0176073351612667,0.0256904304734398,9.12673815300901e-11,0.920133477012849
"TCGA-D9-A3Z1-06",0.0125654725107829,0.050819447584857,0.013741879130033,0.0144189031486923,0.0426962240105426,0.0385846505525329,0.0040936171193016,0.0307827667642946,1.26250853977108e-07,0.792296912928109
"TCGA-D9-A3Z3-06",0.0221734076755813,0.0179904365512406,0.0249458822232753,0.0661807565555561,0.0302815349288549,0.0309853194631806,0.0190632384628831,0.049844553948823,0.00161391466937633,0.736920955521229
"TCGA-D9-A3Z4-01",0.0286433715864757,0.0198740851670659,0.0234941737647589,0.0152970940866162,0.0268731926791574,0.0289709733215482,0.00754385222093251,0.0310877277646331,1.37498746323972e-07,0.818215391910066
"TCGA-D9-A4Z2-01",0.0226994770676243,0.000260378728107407,0.0233707124643723,0.0103952358768693,0.0410523184716336,0.00677209423516078,0.0075205580145266,0.0528224443409353,1.29809508145408e-07,0.835106650991262
"TCGA-D9-A4Z3-01",0.00392776328383364,0.00492420756291475,0.00842805729821702,0.0175501680784213,0.0109231276665655,0.00650079785055065,0.00810374723239876,0.0154580389315901,6.5842449219226e-09,0.924184085511263
"TCGA-D9-A4Z5-01",0.0232057506392066,0,0.0148953019181847,0,0.0237123250407107,0,0.022286972169767,0.0261439771916918,0.00147041631288345,0.888285256727556
"TCGA-D9-A4Z6-06",0.00104580436787544,0.00271542771294167,0.0183005887884267,0.0120598650005426,0.0160361230351257,0.00502289129143794,0.0247215322016507,0.0265960200821508,2.88868729876445e-08,0.893501718632975
"TCGA-D9-A6E9-06",0.0289216870164005,0.218096410011243,0.00421345041649333,0.00757091586159261,0.100495213380552,0.0136467486059815,3.66824486873503e-06,0.0169050267209757,0.00823140568639454,0.601915474055499
"TCGA-D9-A6EA-06",0.00151284069681379,0.0013271240963962,0.014348582271192,0.0207344489252145,0.0184920463998329,0,0.0104568624419075,0.0034146922529356,4.82851658722874e-05,0.929665117749835
"TCGA-D9-A6EC-06",0.00129535205604886,0.00257169409643245,0.014347268638997,0.0156469685423714,0.109152703071724,0.0141115114205615,0.00476152771684024,0.0039006329546341,1.10499502425561e-10,0.834212341391891
"TCGA-D9-A6EG-06",0.00413021172586193,0,0.0270216989560975,0.0105583123673451,0.00485999050204551,0.0176636847114492,0.015215391078776,0.0452337978311406,6.75560879197235e-10,0.875316912151723
"TCGA-DA-A1HV-06",0.0183700652072811,0.0655340702933834,0.0169116210209112,0.0244143932807373,0.068378324897343,0.0284462937596858,0.00995641235934176,0.0046125958306479,2.33622789853267e-09,0.763376221014441
"TCGA-DA-A1HW-06",0.013200358708714,0.082092747926153,0.0322625279196439,0.0228946285245053,0.0522713581772883,0.0285065872798479,0.00294784291829119,0.0140698247033123,0.0040083751231343,0.74774574871911
"TCGA-DA-A1HY-06",0.0114098664458207,0,0.0409256932246632,0.00524419201011421,0.170953255068061,0,0.0163524155362652,0.0313630682872151,5.46493682072054e-08,0.723751454778492
"TCGA-DA-A1I0-06",0.0319814674102319,0.00848344802985729,0.0200134523825093,0.015418157786779,0.0167548641874767,0.0153256141751678,0.0245552454885842,0.0380332813212466,0.000123155793284223,0.829311313424863
"TCGA-DA-A1I1-06",0.0527545197945696,0.0306085757949036,0.0328845128344574,0.00995427298395164,0.124319161545672,0.0312760302587874,0.0211296683439597,0.0342942139685675,6.13652163789305e-08,0.662778983109915
"TCGA-DA-A1I2-06",0.00801024032051275,0.0118111100543142,0.0219727905352117,0.0083104180980008,0.0178705347273309,0.0226610288983934,0.0313420528595418,0.0187180648506032,2.83161756630443e-08,0.859303731339916
"TCGA-DA-A1I4-06",0.0160245773887039,0.00276992120124562,0.00853268126241629,0.00358865273774849,0.0631187799167089,0.0836421721332156,0.024474036028252,0.102179291315934,0.000518267835311361,0.695151620180464
"TCGA-DA-A1I5-06",0.0591681835176016,0.0342745211790287,0,0.0208784400725315,0.0400695886313807,0.047797649665908,0.0221216275375902,0.0739632200183656,0.0019468240658406,0.699779945311753
"TCGA-DA-A1I7-06",0.00171115356363864,0.00444177397430753,0.0400459062803636,0.00349278487717924,0.110628013346537,0,0.0151155749679098,0.0702984369327144,1.3686903045082e-08,0.754266342370447
"TCGA-DA-A1I8-06",0.0340865129050298,0,0.0185390919958566,0,0.122737941633482,0.0186256013367648,0.0195044867168857,0.00852024862570313,8.39418696424234e-10,0.777986115946859
"TCGA-DA-A1IA-06",0.00819538280106338,0.000989426103504209,0.0143266738498257,0.0227403246743176,0.0208056928129677,0.00215047473273636,0.0160073262612717,0.00281453919405524,1.32303027082759e-09,0.911970158247228
"TCGA-DA-A1IB-06",0.0873979125862365,0.0946922983211989,0.0620760205706218,0.153492709407324,0.0799014160097459,0.0505802777803947,0.00558987203193549,0.021491332649332,0.000992580477810845,0.4437855801654
"TCGA-DA-A1IC-06",0.0214102358041155,0.00715332088799261,0.0144658183533845,0.0169108496645825,0.0218563454715646,0.0184131476301567,0.0255610946337665,0.0573367610179744,1.94341881253031e-06,0.81689048311765
"TCGA-DA-A3F2-06",0.0512037406814933,0.144800735869034,0,0.024510149106184,0.0321376546045583,0.147544255054453,2.74264235182602e-08,0.59980256104742,8.64317364060779e-07,1.18930702878866e-08
"TCGA-DA-A3F3-06",0.00669557797821013,0.00512071305836872,0.0187367974630765,0.0190751828064908,0.0301086738891139,0.00679959529272225,0.0141591475329353,0.00607549162090697,3.64069773010825e-10,0.893228819994106
"TCGA-DA-A3F5-06",0.00161917865213429,0,0.0334216212998853,0,0.127445276220162,0,0.00996910001868401,0.027282700316697,1.45072611248003e-09,0.800262122041711
"TCGA-DA-A3F8-06",0.0213613737547414,0.245005549421799,0.0181955212724304,0.0199120797282711,0.114789459952866,0.0213966157988876,0.00625725650300111,0.0121418215432012,0.00938311340607296,0.53155720861873
"TCGA-DA-A95V-06",0.0289557183309254,0.031492148138234,0,0.0146785976405506,0.0337530511649704,0.0239109457486581,0.00999500007111518,0.0050825893013562,0.000178777687557707,0.851953171916632
"TCGA-DA-A95W-06",0.0128985694358338,0.0188359294168151,0,0.00894551857780176,0.0158452878718004,0.00448068888343581,0.0122358199155349,0.0296826553419846,3.07578698764441e-08,0.897075499798924
"TCGA-DA-A95X-06",0.0108238786606021,0.0138633894356534,0.0320837089280077,0.0119882100442026,0.111292850578068,0.0163530834656857,0.017747779874362,0.0195794520572085,5.50711669715136e-10,0.766267646405498
